#TIME-Wed Aug  2 16:43:30 2023
/home/wrf/git/sequences/makehomologs.py -i /mnt/data/project/speciation-synteny/datasets/homonids/GRCh38p14_vs_mPanTro3.renamed.blastp.tab -f /mnt/data/project/speciation-synteny/datasets/homonids/GCF_000001405.40_GRCh38.p14_protein.x.n.faa /mnt/data/project/speciation-synteny/datasets/homonids/GCF_028858775.1_NHGRI_mPanTro3-v1.1-hic.freeze_pri_protein.x.n.faa -p 234 -o homonids1_clusters_v1 -z 2 -s 2 -M10 -H 9 -c
#TIME-Wed Aug  2 16:43:30 2023
# Using Python version: 3.8.10
#TIME-Wed Aug  2 16:43:30 2023
# /mnt/data/project/speciation-synteny/datasets/homonids/GRCh38p14_vs_mPanTro3.renamed.blastp.tab input file detected
#TIME-Wed Aug  2 16:43:30 2023
# /mnt/data/project/speciation-synteny/datasets/homonids/GCF_000001405.40_GRCh38.p14_protein.x.n.faa /mnt/data/project/speciation-synteny/datasets/homonids/GCF_028858775.1_NHGRI_mPanTro3-v1.1-hic.freeze_pri_protein.x.n.faa used as fasta database
#TIME-Wed Aug  2 16:43:31 2023
# Counted 43451 total proteins for 2 species  Wed Aug  2 16:43:31 2023
LARGE-99	15	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-100	15	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-101	15	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-102	15	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-103	15	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-104	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-105	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-106	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-107	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-108	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-109	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-110	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-111	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-112	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-113	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-114	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-115	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-116	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-117	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-118	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-119	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-120	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-121	14	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-122	13	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-123	13	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-124	13	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-125	13	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-126	13	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-127	13	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-128	13	removed
